balance,value,gas,gasUsed,gasPrice,gasPrice
11655680767277000, 210000000000000000, 182086, 128235, 141900000000, 141900000000
0, 180000000000000000, 177278, 128176, 107170559172, 107170559172
861592078886060910, 250000000000000000, 178374, 129066, 115758873317, 115758873317
183818380449766571, 60000000000000000, 191359, 135851, 130124207116, 130124207116
30868949733803108, 190000000000000000, 164706, 118488, 118127351750, 118127351750
33296943850605049, 190000000000000000, 170527, 118775, 109799269702, 109799269702
94901283559484526, 409408024620277303, 312016, 236026, 109799269702, 109799269702
244188655761529631, 445000000000000000, 190119, 134836, 136126487931, 136126487931
720292682046000, 102914460307774000, 160882, 110852, 136126487931, 136126487931
848968844570471795, 7000000000000000000, 164402, 113740, 135626487931, 135626487931
33145190599872353, 407792073476368384, 167059, 118649, 125202178647, 125202178647
197832992302654243, 5000000000000000, 180586, 127039, 125202178647, 125202178647
41481884352412350, 900000000000000000, 169800, 118206, 125202178647, 125202178647
1076628443598613306, 320000000000000000, 294650, 221659, 144100000000, 144100000000
65906139131522567, 1000000000000000000, 161808, 111611, 129803053927, 129803053927
20430112353376144, 2000000000000000000, 163455, 112963, 129763053927, 129763053927
12883213372369759, 68398208104864787, 179420, 125525, 129553053927, 129553053927
872134699760584204, 1000000000000000000, 280027, 208588, 121000000000, 121000000000
4712276044025597, 120000000000000000, 173226, 120978, 111735604462, 111735604462
4626307173142655865, 300000000000000000, 161115, 111035, 111735604462, 111735604462
226464985300000000, 1110000000000000000, 181189, 127510, 152900000000, 152900000000
2116156553394889641, 1774981685215809875, 215074, 155243, 125492916482, 125492916482
123851756488976564, 150000000000000000, 183886, 129722, 125492916482, 125492916482
7517914760550268, 539477077765961508, 209848, 150882, 154379213007, 154379213007
111988662223606059, 183109358024917295, 207975, 149321, 115785801403, 115785801403
7982683409110441, 15000000000000000, 163666, 113135, 115785801403, 115785801403
15316585381862299, 20000000000000000, 177021, 127967, 115695801403, 115695801403
3939133631460938, 113719029652833465, 205700, 147425, 115212484086, 115212484086
5331818378595448022, 2000000000000000000, 166653, 115616, 106161557544, 106161557544
275645328695667588, 248138935029971291, 200070, 142733, 105000000000, 105000000000
58335793793519844, 2000000000000000, 295545, 221317, 95561640244, 95561640244
7837080000000000, 7000000000000000, 173166, 120928, 137500000000, 137500000000
5575374678459752048, 1000000000000000000, 166990, 115851, 129885724958, 129885724958
8368286000000000, 135500000000000000, 182734, 128768, 113000000000, 113000000000
29920860049887010, 89702341899767200, 177771, 124696, 104627773464, 104627773464
1292773100934000, 59000000000000000, 300536, 222611, 104627773464, 104627773464
1097799085953119179, 12000000000000000000, 200048, 142980, 104127773464, 104127773464
12716256840720798, 250000000000000000, 166526, 115481, 104127773464, 104127773464
67834567786138887, 210000000000000000, 181086, 127425, 104127773464, 104127773464
634471605368323761, 100000000000000000, 181741, 127963, 101560231449, 101560231449
65906139131522567, 2000000000000000000, 161770, 111581, 101560231449, 101560231449
18297228698215455, 130000000000000000, 161152, 111074, 111617254593, 111617254593
2646058798790796931, 3000000000000000000, 191390, 135877, 102203225767, 102203225767
655649752574857, 133858008929661441, 181633, 127874, 101833491689, 101833491689
872134699760584204, 1000000000000000000, 280015, 208578, 118000000000, 118000000000
50472799417539453, 1000000000000000000, 163447, 104298, 102955571817, 102955571817
9489438200212793, 228504668400112697, 182238, 128371, 102455571817, 102455571817
931445096185957713, 6500000000000000000, 166512, 115470, 104108755481, 104108755481
139459729820272937, 13500000000000000000, 201316, 144020, 120000000000, 120000000000
33745415671503891, 106000000000000000, 300536, 222625, 105018804268, 105018804268
57816961000719227, 2000000000000000000, 189710, 134499, 93529868524, 93529868524
6128234085087084, 820000000000000000, 189456, 134291, 114400000000, 114400000000
627868709669460010, 250000000000000000, 181472, 127732, 102950336638, 102950336638
163028623260649811, 5000000000000000000, 182617, 128681, 102950336638, 102950336638
68996447227019850, 200000000000000000, 182882, 128899, 114769625562, 114769625562
244188655761529631, 330000000000000000, 189741, 134471, 114719625562, 114719625562
153391632689006286, 50000000000000000, 184465, 130197, 114219625562, 114219625562
294653643000000000, 300618024267064797109, 230864, 168299, 266000000000, 266000000000
1390421484756596096, 3000000000000000000, 185481, 131021, 121000000000, 121000000000
488940372564349067, 3514907261017004031, 201296, 144004, 116980137436, 116980137436
5854919581019362, 10722935745932208, 162186, 111911, 116980137436, 116980137436
176334108615012355, 20710424614680728951, 200859, 143391, 116094077135, 116094077135
1098509546867909320, 1965617732407000000, 188819, 141733, 142000000000, 142000000000
14189481381186833, 754416274400862697, 179623, 125694, 115594077135, 115594077135
3513496388906911844, 20000000000000000000, 163891, 107432, 115594077135, 115594077135
65906139131522567, 1150000000000000000, 161803, 111607, 115594077135, 115594077135
32337900000000000, 395121273441054076, 187023, 132296, 113506011309, 113506011309
32790624144518144, 900000000000000000, 165410, 114566, 113506011309, 113506011309
291842350023000, 621344919713662765, 178225, 124529, 113506011309, 113506011309
262458623791459094, 5540000000000000000, 198367, 141590, 113506011309, 113506011309
0, 93000000000000000000, 357030, 259657, 160000000000, 160000000000
11173045300000000, 120000000000000000, 300560, 222631, 126500000000, 126500000000
16754045634080186, 230000000000000000, 182866, 128885, 112334988802, 112334988802
252017472160118983, 250000000000000000, 218751, 158323, 112200000000, 112200000000
0, 84000000000000000, 181790, 128003, 111413629014, 111413629014
4415748516702390, 234000000000000000, 182062, 128226, 103634367252, 103634367252
647046008932971642, 5000000000000000000, 156318, 112984, 103634367252, 103634367252
872134699760584204, 1000000000000000000, 280044, 181468, 113000000000, 113000000000
0, 240016537347825700, 163840, 113279, 125890916363, 125890916363
387185637898521573, 1110000000000000000, 162448, 113135, 117700000000, 117700000000
2419311505668333364, 50000000000000000, 173026, 120854, 115443472020, 115443472020
11565058001381089, 50000000000000000, 300477, 222587, 98688411593, 98688411593
256321617454699634, 112000000000000000, 181960, 128143, 98188411593, 98188411593
86599073284378899, 1520000000000000000, 218401, 124235, 98188411593, 98188411593
74740011317958228930, 50000000000000000000, 283776, 193805, 100403836437, 100403836437
37439749478278451, 2000000000000000000, 310137, 215570, 125890916363, 125890916363
31366632024316812, 11109512548939897, 192450, 136393, 106791353005, 106791353005
61185209743952973, 3381977957666350977, 307495, 209477, 91866139112, 91866139112
0, 180000000000000000, 181689, 127920, 100020787411, 100020787411
423258685706163039, 7000000000000000000, 163480, 112994, 91866139112, 91866139112
14890500072668512, 540000000000000000, 198760, 141924, 91866139112, 91866139112
62335307590566096, 1424081000479798570, 187473, 132655, 113300000000, 113300000000
11244443890481629, 167500000000000000, 286749, 198201, 107242426171, 107242426171
21565253365472218, 20000000000000000, 181755, 127975, 108595673219, 108595673219
940907959972438074, 10517551121159162393, 188732, 133285, 118800000000, 118800000000
367374725687714871, 500000000000000000, 189688, 134481, 108404643066, 108404643066
211308263554081567, 500000000000000000, 152878, 104284, 121764021352, 121764021352
28914809746832006, 220000000000000000, 181724, 127949, 121764021352, 121764021352
20358085216422502, 1300000000000000000, 191370, 135861, 119751545209, 119751545209
37813537943935223, 92503152644238176, 191145, 135678, 119751545209, 119751545209
639337382643486776, 1000000000000000000, 187338, 132568, 119263180540, 119263180540
12810517931608202, 80000000000000000, 180080, 126600, 118800000000, 118800000000
3874497687025040567, 25000000000000000000, 323842, 226896, 115593955168, 115593955168
2198824965045811416, 1000000000000000000, 187340, 132532, 135818893483, 135818893483
25670073002800885, 189471009550000000, 279718, 205597, 114506106105, 114506106105
8788770716466348, 250000000000000000, 161190, 111104, 114006106105, 114006106105
182410620878028122, 317639529654945392, 160442, 109536, 114006106105, 114006106105
5740677051733556751, 40000000000000000000, 198410, 141626, 112814210792, 112814210792
13751850436087251682, 3000000000000000000, 296877, 203954, 127253572989, 127253572989
80552651008677504, 281794000000000000, 161120, 111047, 125303366030, 125303366030
217766593983206957, 1000000000000000000, 277623, 206616, 121000000000, 121000000000
0, 98879595146916958, 198973, 141819, 116500000000, 116500000000
37267584282040544, 50000000000000000, 177019, 127965, 126710406033, 126710406033
419182428958022412, 750000000000000000, 182637, 132574, 126710406033, 126710406033
16030722167781145, 178112765040775344, 204670, 147567, 128570387399, 128570387399
401047636125009207, 222282620629293225, 209223, 150361, 128570387399, 128570387399
194205888429000, 191421971642621338, 200016, 142688, 128570387399, 128570387399
21419476012308163, 470000000000000000, 187581, 132754, 128228394701, 128228394701
14732908359872774, 300000000000000000, 182082, 128242, 128228394701, 128228394701
6030177734959993, 150000000000000000, 182137, 128283, 125271491921, 125271491921
2869998540738734904, 25000000000000000000, 198421, 141634, 125271491921, 125271491921
96399781640111607, 250000000000000000, 391995, 300426, 137500000000, 137500000000
13344176000000000, 90000000000000000, 177290, 124286, 109000000000, 109000000000
8168930040068452, 4000000000000000000, 200022, 142958, 118680819435, 118680819435
102942634085118637, 400039987447645502, 179577, 125656, 137695290428, 137695290428
6304535398148036, 140000000000000000, 178837, 128081, 123291481794, 123291481794
328414171359820106, 250000000000000000, 189724, 134511, 111591224699, 111591224699
24907044226328978, 480000000000000000, 191137, 135670, 111591224699, 111591224699
31021290820869835, 450000000000000000, 159838, 109996, 111151224699, 111151224699
3224021617851361999, 30000000000000000000, 323788, 226852, 111151224699, 111151224699
441552365162109352, 386576858775839072, 159997, 110126, 111151224699, 111151224699
38285278914821682, 65000000000000000, 161896, 111674, 111151224699, 111151224699
401047636125009207, 222005758271847728, 204670, 146593, 122700692878, 122700692878
54221419381580104, 1510000000000000000, 218368, 128111, 122700692878, 122700692878
129816109621285185, 64014895845469063, 191504, 135595, 118182020015, 118182020015
490148273137732092, 423200645727758531, 181867, 128066, 125339487938, 125339487938
66265160815171232, 1100000000000000000, 187328, 132546, 125339487938, 125339487938
33892877497585738, 230874017137756586, 205693, 147419, 131588759396, 131588759396
473814583961614793, 330000000000000000, 160890, 110859, 131588759396, 131588759396
54221419381580104, 10000000000000000, 161067, 111003, 131573587125, 131573587125
1098509546867909320, 1964669658840000000, 186426, 133069, 166000000000, 166000000000
25212771399165512, 622649490329569414, 200078, 142740, 127753236161, 127753236161
266851944903168223, 1000000000000000000, 240794, 176405, 127753236161, 127753236161
17207991591122797, 250000000000000000, 184302, 130053, 127663236161, 127663236161
29932934303412551, 135000000000000000, 182004, 128179, 120408835131, 120408835131
74592779012275541, 25000000000000000, 181634, 127874, 133528649882, 133528649882
333354008520909555, 7753084013352244452, 188725, 136057, 133528649882, 133528649882
2859890774946294, 750000000000000000, 295213, 221045, 132775309157, 132775309157
36343854901553015, 981986543435855237, 316965, 237346, 121726604615, 121726604615
199190887651443205, 35000000000000000, 182607, 128673, 132109115517, 132109115517
183818380449766571, 60000000000000000, 181738, 127961, 131899718644, 131899718644
15044266269809425, 53000000000000000, 184856, 130507, 134175593385, 134175593385
6625859199311554, 32543996631691888, 179690, 125750, 146300000000, 146300000000
862171724039298562, 383765453100932040, 202785, 144996, 111595455457, 111595455457
572698371649866204, 440962606630351414, 192507, 136395, 120558811391, 120558811391
303080683954687, 221000000000000000, 182668, 128724, 137342377295, 137342377295
1218132307400121097, 899497088940317107, 199347, 142131, 130818012980, 130818012980
119664707795760667, 2000000000000000000, 169887, 118240, 130818012980, 130818012980
183717841116626440, 120000000000000000, 181570, 127822, 146401314980, 146401314980
6275423666517767, 150000000000000000, 184312, 130073, 146311314980, 146311314980
8552078290173228, 5000000000000000, 181490, 127757, 146311314980, 146311314980
552136953359231582, 6000000000000000000, 292312, 200892, 144234324544, 144234324544
0, 270000000000000000, 183110, 129076, 143000000000, 143000000000
15155880879761023, 911518920400000000, 161214, 111124, 141411387397, 141411387397
90706307365212403, 402300000000000000, 198446, 141655, 140911387397, 140911387397
1673421236327490, 25000000000000000, 180704, 127113, 140911387397, 140911387397
39043470553347480, 208986266063552115, 180684, 126578, 140911387397, 140911387397
2646058798790796931, 3000000000000000000, 170559, 118789, 156081615576, 156081615576
0, 80000000000000000, 239314, 175190, 154000000000, 154000000000
98612703644326678, 9900000000000000000, 220090, 159411, 140662734107, 140662734107
10361272604146906, 2450000000000000000, 183296, 129238, 140662734107, 140662734107
2865259559697422, 52173464892204000, 179173, 125855, 140662734107, 140662734107
11231328952547059, 52855306149465577, 199982, 142660, 128559908308, 128559908308
301003388459586946, 450000000000000000, 189724, 134511, 128559908308, 128559908308
43383506910585959, 235000000000000000, 165066, 114274, 128832354822, 128832354822
0, 190000000000000000, 179133, 134495, 127600000000, 127600000000
9853105626349695, 6500000000000000, 184484, 121535, 100953753023, 100953753023
9505378228569770, 8000000000000000, 175279, 122651, 161411802365, 161411802365
5896636400000000, 100000000000000000, 163404, 112921, 123200000000, 123200000000
442118605866000, 1342571250000000000, 307209, 213116, 110765904851, 110765904851
365577431261627249, 500000000000000000, 315607, 237774, 110765904851, 110765904851
8788770716466348, 124000000000000000, 181812, 128021, 110675904851, 110675904851
0, 15000000000000000, 187506, 132691, 154000000000, 154000000000
30963334525064659, 145900000000000000, 299389, 221671, 121743495336, 121743495336
15116760142594381, 46696122221830520, 181968, 128149, 116140117031, 116140117031
762300434045245, 150254100000000000, 184947, 130593, 125455892809, 125455892809
6622902364223695263, 1108858463324370755, 203200, 145342, 125455892809, 125455892809
104337471531343392, 4200000000000000000, 177062, 124124, 133901847764, 133901847764
784050403815000, 290000000000000000, 187531, 132712, 122154945939, 122154945939
47666363873031660, 12300000000000000000, 197266, 141676, 131177669695, 131177669695
12275109300000000, 122876324880799001, 161143, 111067, 134200000000, 134200000000
240227502381989179, 2500000000000000000, 190699, 135310, 126114631140, 126114631140
12884684824638267935, 3000000000000000000, 189744, 134521, 125614631140, 125614631140
491835750021000, 6000000000000000000, 200257, 143152, 151894810897, 151894810897
1074710707077000, 180000000000000000, 183784, 129629, 151394810897, 151394810897
199324997376391064, 9500000000000000000, 166460, 115428, 151394810897, 151394810897
2556187035777274232, 6000000000000000000, 161026, 110970, 135652181411, 135652181411
3304453321059427, 94968423442925494, 200030, 142700, 134200000000, 134200000000
32340923098685192, 200000000000000000, 173967, 121585, 132000000000, 132000000000
61185209743952973, 1790988062963938369, 215186, 155330, 128058869414, 128058869414
568323865117184149, 2000000000000000000, 186106, 131544, 127558869414, 127558869414
10361272604146906, 150000000000000000, 163612, 113092, 127558869414, 127558869414
233518985067050115, 2000000000000000000, 184281, 121380, 127000000000, 127000000000
131185123659149874, 751478041957981064, 201699, 144091, 121000000000, 121000000000
19812812888233584, 50000000000000000, 181216, 127532, 118487337388, 118487337388
527792729603091432, 3330000000000000000, 169852, 118210, 118487337388, 118487337388
25795228872198686, 90000000000000000, 174483, 122009, 133094435719, 133094435719
1098509546867909320, 1954766838646425572, 188447, 133047, 140000000000, 140000000000
0, 4300000000000000000, 187879, 132978, 142257026552, 142257026552
5667555923530708, 130000000000000000, 162267, 111978, 113693162929, 113693162929
9786260400000000, 549635870200000000, 161202, 111114, 143000000000, 143000000000
65993251998697959, 900000000000000000, 181858, 128059, 126897480264, 126897480264
4476857086553144, 448865842401786126, 161006, 110954, 126897480264, 126897480264
839482505024270723, 4000000000000000000, 189739, 134523, 126897480264, 126897480264
121267517239076362, 100000000000000000, 181788, 128001, 126897480264, 126897480264
137190832239647539, 155566053061839425, 182209, 128347, 126897480264, 126897480264
248913045367022779, 2817373041087685314, 194894, 138420, 126897480264, 126897480264
0, 100078654189388749, 184954, 130599, 131407857891, 131407857891
1227420255031527540, 230000000000000000, 194461, 138397, 131407857891, 131407857891
188251272439126386, 400000000000000000, 177757, 124680, 131407857891, 131407857891
2646058798790796931, 3000000000000000000, 170512, 118751, 131407857891, 131407857891
0, 3800000000000000000, 186346, 131740, 131407857891, 131407857891
122345216222569304, 250000000000000000, 218376, 158015, 146415810898, 146415810898
32790624144518144, 200000000000000000, 166594, 115538, 138554979006, 138554979006
136467750020784, 1080000000000000000, 152872, 104312, 133287593875, 133287593875
387045298558318658, 110818093674392265, 167048, 115909, 125325636507, 125325636507
1823141960907362, 350000000000000000, 190035, 134767, 125325636507, 125325636507
1630116644606074037, 220000000000000000, 180630, 126095, 125235636507, 125235636507
1429557227836168735, 10000000000000000000, 190102, 141671, 144100000000, 144100000000
7178794100000000, 500000000000000000, 181939, 128114, 137500000000, 137500000000
250910862030508719, 180000000000000000, 180094, 127554, 108394123702, 108394123702
184606058518988115, 50000000000000000, 184850, 130513, 117949487645, 117949487645
4200370048936116650, 250000000000000000, 181243, 127554, 117949487645, 117949487645
12050669957818766, 407824436724335268, 183060, 129542, 125048019364, 125048019364
8054652377532065625, 3000000000000000000, 219328, 161218, 173990000000, 173990000000
26337370554323790, 40000000000000000, 298954, 206373, 134518475618, 134518475618
289520383642250657, 184618007953357815, 199378, 142157, 141912170647, 141912170647
114574467090974650, 147818670748830064, 184700, 130380, 122479332829, 122479332829
16146704384695251, 100000000000000000, 164960, 114187, 122479332829, 122479332829
16689492936539879, 265242958739069278, 182600, 128667, 122479332829, 122479332829
16538929350666095, 390000000000000000, 189693, 134485, 130154408369, 130154408369
24526331813944327, 800000000000000000, 189705, 128639, 129400284369, 129400284369
114946214087308092, 5000000000000000000, 221080, 160233, 124183480657, 124183480657
1349234884148269660, 243765599804360757, 179870, 125900, 124183480657, 124183480657
254859310205517034, 2000000000000000000, 310060, 215482, 124183480657, 124183480657
102050513772646620, 1507734016278846718, 200139, 142791, 124183480657, 124183480657
44828314895160710, 40000000000000000, 191024, 135578, 124183480657, 124183480657
131185123659149874, 866595087775184557, 200620, 143192, 136400000000, 136400000000
19256093741878400, 552504207000000000, 186694, 133011, 118581952048, 118581952048
235663040000000000, 225000000000000000, 181774, 127991, 141900000000, 141900000000
14840104590715078, 235000000000000, 180271, 126756, 109210355553, 109210355553
828904193321945, 536113064880633922, 164113, 113503, 120209678523, 120209678523
45105162518932659, 220000000000000000, 159954, 110090, 115953453701, 115953453701
15275990142604068, 15626750000000000, 181215, 127532, 115453453701, 115453453701
86037323588893153, 200000000000000000, 182046, 128212, 115453453701, 115453453701
12855090283752077, 410000000000000000, 218076, 157768, 115453453701, 115453453701
57051200684787135, 330000000000000000, 300591, 222657, 127646268553, 127646268553
5967087756527542723, 2272276521464493802, 235840, 172542, 127646268553, 127646268553
456257857416502204, 2270000000000000000, 224100, 162710, 127646268553, 127646268553
4188371178560206917, 488440883165260690, 179000, 125175, 128731660535, 128731660535
15208477936518276, 390000000000000000, 189759, 134539, 128731660535, 128731660535
361891054107626615, 45000000000000000, 208261, 148683, 114846229629, 114846229629
167199590103000, 2000000000000000000, 217215, 158079, 114846229629, 114846229629
25644164426617158, 1000000000000000000, 208309, 145871, 114434020205, 114434020205
0, 35100000000000000000, 183050, 124189, 127000000000, 127000000000
30180345749515200, 350000000000000000, 182774, 128800, 165317113746, 165317113746
7897306350820226, 1000000000000000000, 159838, 109996, 113957431886, 113957431886
13174036346677532333, 1000000000000000000, 182125, 128277, 128000429638, 128000429638
24454154080352219968, 500000000000000000, 162855, 109579, 132000000000, 132000000000
36184907562832907, 110000000000000000, 190591, 135222, 127198627404, 127198627404
1611105294281990545, 2250000000000000000, 219752, 159133, 132000000000, 132000000000
30868949733803108, 200000000000000000, 162208, 112033, 136077262619, 136077262619
78767217915202293, 55151504999597084, 191388, 135875, 111695618220, 111695618220
132959446889477950, 800000000000000000, 198549, 141740, 111695618220, 111695618220
905099999999997, 500000000000000000, 178420, 129105, 124300000000, 124300000000
28887718912659265, 20000000000000000, 173095, 120870, 110527430645, 110527430645
1003316958408529317, 90000000000000000, 183096, 129064, 139816422530, 139816422530
20407595697486053, 24118263248565588, 179496, 125588, 124084220442, 124084220442
1823141960907362, 150000000000000000, 220989, 130205, 123584220442, 123584220442
8460625192236264, 4031096170707300, 173912, 121544, 136077262619, 136077262619
14162060967973473, 37276922833839811, 199996, 142672, 119120469111, 119120469111
211617890656518396, 600000000000000000, 213642, 154131, 121000000000, 121000000000
492586003519440962, 3050803371850242773, 243482, 178910, 120054716062, 120054716062
134853875121000, 30000000000000000000, 189781, 130704, 120054716062, 120054716062
202251381094179729, 1000000000000000000, 239749, 175537, 120054716062, 120054716062
788009812170000, 6800000000000000000, 190662, 138096, 120054716062, 120054716062
518624648041591138, 110000000000000000, 190591, 135196, 120054716062, 120054716062
1098509546867909320, 1961977759270775821, 185406, 133037, 132000000000, 132000000000
18093582736697668, 50000000000000000, 181958, 128141, 110719550785, 110719550785
31993430637207597, 450000000000000000, 177740, 124670, 110719550785, 110719550785
3759083715454790, 2000000000000000000, 181929, 128107, 119900000000, 119900000000
4812594900000000, 85000000000000000, 220984, 130193, 106700000000, 106700000000
14390131300000000, 55000000000000000, 184250, 130061, 106700000000, 106700000000
16302044302430568, 70000000000000000, 183104, 129084, 106116603898, 106116603898
21123901303619377, 440572012019709821, 197874, 143403, 106098218943, 106098218943
47478331912236490, 86368255699480007, 203421, 145526, 103344844692, 103344844692
209554272660032697, 100000000000000000, 218418, 158049, 137902017947, 137902017947
1344629459449033, 180000000000000000, 172994, 120777, 107466554965, 107466554965
54092471051114539, 1510000000000000000, 184621, 130325, 107466554965, 107466554965
61238422785496419, 700000000000000000, 182648, 128707, 107268040317, 107268040317
38742265186115636, 450000000000000000, 305090, 211338, 118445399787, 118445399787
0, 400000000000000000, 300591, 222657, 113300000000, 113300000000
43465095021560128, 650000000000000000, 308122, 212847, 89192989484, 89192989484
5766886709695400, 257420215934635148, 300615, 222639, 130289876644, 130289876644
0, 26076025904370767, 181602, 127849, 121000000000, 121000000000
12926785213001276, 4839430462235544, 200224, 142862, 100965377119, 100965377119
76886378872283725, 410000000000000000, 197554, 110917, 89493543743, 89493543743
141816817611975570, 3000000000000000000, 161167, 111086, 89493543743, 89493543743
222269880629808553, 286778739578650995, 275200, 204629, 89493543743, 89493543743
186937213336757783, 1725000000000000000, 189786, 134546, 98576504880, 98576504880
29741023102715173, 195149192420066520, 207854, 149220, 98576504880, 98576504880
22958730965591678, 25000000000000000, 163441, 112951, 98576504880, 98576504880
47548718107038398, 140000000000000000, 182434, 128520, 102264691548, 102264691548
43383506910585959, 245000000000000000, 165103, 114304, 101664691548, 101664691548
100062836081444576, 500000000000000000, 187309, 132530, 101664691548, 101664691548
573311053353754479, 174059663000000000, 273818, 204571, 101664691548, 101664691548
133360699747326079, 12509541849264670779, 203172, 145328, 114169882238, 114169882238
26553294039210103, 45000000000000000, 182689, 128730, 99840607738, 99840607738
490480093020340141, 30000000000000000, 299360, 222671, 99840607738, 99840607738
21026225442022470, 105000000000000000, 184082, 129872, 99840607738, 99840607738
162761305554776398, 939659447653024891, 199932, 142618, 99840607738, 99840607738
318082990190980069, 300000000000000000, 309670, 236780, 99750607738, 99750607738
691033126979082360, 4826297055471203617, 190737, 144026, 112565138101, 112565138101
7707066735806976, 605344000000000000, 185056, 133568, 108434155368, 108434155368
12596324662765385071, 676514483331679677, 200181, 142826, 99321630606, 99321630606
1227775532059344744, 254888305990630202, 179678, 125740, 99321630606, 99321630606
30862414748390268938, 10000000000000000, 173432, 127796, 110031030684, 110031030684
12663660070411100, 75000000000000000, 160462, 110508, 108900000000, 108900000000
3629218906906054, 850000000000000000, 189720, 134497, 103258484139, 103258484139
361253486171261133, 4149351170246061081, 178795, 125048, 103258484139, 103258484139
158638958620788705, 700000000000000000, 170240, 118528, 103638957629, 103638957629
10232651548211732999, 483418635912981071, 209226, 150337, 103638957629, 103638957629
2257626855914484, 128959612416494677, 209880, 150908, 97837288432, 97837288432
205670259552008463, 500000000000000000, 198585, 141770, 95748208287, 95748208287
184703334513259731, 100000000000000000, 159660, 106933, 125400000000, 125400000000
518624648041591138, 110000000000000000, 201181, 143909, 107523043780, 107523043780
401991742888001807, 1000000000000000000, 161166, 111085, 119137205026, 119137205026
22434027411727385, 100000000000000000, 181191, 127512, 123619688220, 123619688220
539558026449070772, 14135182445612179041, 271875, 202571, 110073101821, 110073101821
8054652377532065625, 3000000000000000000, 178629, 127910, 166055000000, 166055000000
31923612693517992, 223000000000000000, 182152, 128300, 113895664224, 113895664224
1956529378323878, 750000000000000000, 189729, 134515, 110073101821, 110073101821
214338265035737613, 220000000000000000, 161017, 110963, 130900000000, 130900000000
150035475382511535, 3936978367947067996, 295300, 219292, 120530412003, 120530412003
2657441401882464324, 2000000000000000000, 180508, 127931, 120193083390, 120193083390
34722937934937020, 102373330000000000, 181276, 127582, 119743083390, 119743083390
1677483670343479, 600000000000000000, 195037, 138859, 124901007974, 124901007974
36184907562832907, 110000000000000000, 202316, 144841, 124901007974, 124901007974
131188775958715234, 4708747899632256357, 164259, 117488, 124901007974, 124901007974
62335307590566096, 160000000000000000, 164030, 113434, 118800000000, 118800000000
6893769774748944692, 200000000000000000, 301608, 209230, 112750430551, 112750430551
30862414748390268938, 5000000000000000000, 286398, 196062, 112750430551, 112750430551
21241821349988965, 41528916487162211, 152876, 104285, 112750430551, 112750430551
8054652377532065625, 3000000000000000000, 181724, 127949, 142600000000, 142600000000
32936454311491760783, 2217536553928226271, 204771, 146651, 125426864218, 125426864218
11849167902803264860, 442383667313040379, 209187, 150345, 124926864218, 124926864218
5488724724726098, 250000000000000000, 161038, 110979, 103403475960, 103403475960
10358557395692931, 1522560039607520000, 169916, 118276, 103218475960, 103218475960
64660390889810835, 400000000000000000, 189729, 134511, 123000000000, 123000000000
1823141960907362, 100000000000000000, 183073, 129045, 113967552289, 113967552289
293789491607449079, 1003513338032484844, 179296, 125422, 125373831911, 125373831911
38000663031298996, 250000000000000000, 196070, 139716, 126252527329, 126252527329
649590499539750609, 2000000000000000000, 184496, 130223, 121763419022, 121763419022
70913079591362614, 700000000000000000, 175550, 122884, 121263419022, 121263419022
474713113827175422, 425360885041298427, 179822, 125860, 121263419022, 121263419022
18560238063938119, 92920832427614155, 203544, 145628, 121263419022, 121263419022
11984968864238613166, 7000000000000000000, 169858, 126900, 116573421079, 116573421079
112777109045393606, 657700000000000000, 182010, 128184, 116073421079, 116073421079
63786966120147207, 80000000000000000, 208320, 149755, 116073421079, 116073421079
1098509546867909320, 1964775726446848862, 188483, 133077, 140000000000, 140000000000
2386248893032781392, 949959950979769005, 179277, 125406, 116849201837, 116849201837
112777109045393606, 657700000000000000, 275203, 204631, 116349201837, 116349201837
43383506910585959, 475000000000000000, 163881, 113302, 116349201837, 116349201837
47751813299639053, 280000000000000000, 182136, 128275, 127600000000, 127600000000
2886194829053506736, 1000000000000000000, 177754, 124682, 99543425922, 99543425922
78767217915202293, 300000000000000000, 170576, 118803, 94956692669, 94956692669
268500626835000, 2187506860027217146, 198960, 141808, 93579352817, 93579352817
17213781577796983, 130000000000000000, 300594, 222659, 93579352817, 93579352817
1286071332229601, 40000000000000000, 181809, 128019, 93579352817, 93579352817
112777109045393606, 658100000000000000, 184897, 130541, 93579352817, 93579352817
0, 40000000000000000, 181809, 124163, 93454719847, 93454719847
607400420677911, 22500000000000000, 181824, 128037, 104904970321, 104904970321
201194350000000000, 500000000000000000, 181686, 127917, 141900000000, 141900000000
42127347155485524, 23000000000000000, 171956, 119936, 103902361935, 103902361935
166887527033318723, 450000000000000000, 160884, 110853, 95910159475, 95910159475
645528413854502725, 250000000000000000, 181622, 123073, 95410159475, 95410159475
2600055300000000, 10000000000000000, 177074, 127995, 111100000000, 111100000000
150035475382511535, 691957974315349195, 200342, 142960, 127773202662, 127773202662
147845826797830997, 173393201711731185, 179380, 125492, 103902361935, 103902361935
58335793793519844, 200000000000000, 176799, 123908, 97794849091, 97794849091
24900040715885760528, 3500000000000000000, 440000, 128229, 118000000000, 118000000000
30726811787627791388, 8000000000000000000, 163687, 112167, 87077858455, 87077858455
5327277440714933, 30000000000000000, 159897, 107057, 86596326345, 86596326345
9191007531559130, 50000000000000000, 182086, 128246, 86596326345, 86596326345
0, 30000000000000000, 187449, 132635, 107672851293, 107672851293
63786966120147207, 30000000000000000, 300572, 222641, 97222994605, 97222994605
0, 2520000000000000000, 300553, 222611, 109005456186, 109005456186
